1546	30	Steglitz-Zehlendorf	Lichterfelde	Hindenburgdamm / Moltkestr.	G	W	1,0	550	W	1,0	700
1510	30	Steglitz-Zehlendorf	Lichterfelde	Hindenburgdamm / Krahmerstr.	G	W	1,0	550	W	1,0	700
1085	25	Friedrichshain-	Friedrichshain	Alt-Stralau / Tunnelstr.	G/M	W	1,0	560	W	1,0	1.000
""		Kreuzberg									
1504	5,10	Reinickendorf	Tegel	Am Tegeler Hafen	G	W	1,0	570	W	1,0	800
1533	30	Steglitz-Zehlendorf	Steglitz	Neue Filandastr.	G/M	W	1,0	590	W	1,0	900
1544	30/31	Steglitz-Zehlendorf	Lankwitz	Kaiser-Wilhelm-Str. / Gallwitzallee /	M	W	1,0	590	W	1,0	750
""				Malteserstr.							
1520	30	Steglitz-Zehlendorf	Lichterfelde	Morgensternstr.	G/M	W	1,0	620	W	1,0	800
2070	30	Steglitz-Zehlendorf	Steglitz	Am Stadtpark / Orleansstr.	M	W	1,0	620	W	1,0	800
2069	30	Steglitz-Zehlendorf	Steglitz	südl. Birkbuschstr. / Am Bäkepark	M	W	1,0	620	W	1,0	800
1538	30	Steglitz-Zehlendorf	Zehlendorf	Berliner Str. / Mörchinger Str.	M	W	1,0	620	W	1,0	800
1559	30	Steglitz-Zehlendorf	Lichterfelde	Margaretenstr. / Hortensienstr.	G	W	1,0	700	W	1,0	900
1562	30	Steglitz-Zehlendorf	Lichterfelde	Marschnerstr.	G	W	1,0	700	W	1,0	900
1551	29/30	Steglitz-Zehlendorf	Zehlendorf	Argentinische Allee	G	W	1,0	730	W	1,0	950
1566	30	Steglitz-Zehlendorf	Zehlendorf	Clayallee / Martin-Buber-Str.	G	W	1,0	730	W	1,0	950
1571		23/30	Steglitz-Zehlendorf	Steglitz	Brentanostr. / Paulsenstr. / Grillparzerstr.	G	W	1,0	900	W	1,0	1.200	
1762													
1578		16	Charlottenburg-	Westend	westl. Preußenallee	G	W	1,0	940	W	1,0	1.200	
""			Wilmersdorf										
